seq_id,feature_type,start,end,strand,geneid,locus_tag,gene,protein_id,product,normalized_label,normalized_quality,go_terms,go_bp,go_mf,go_cc,goslim_terms
NP_414606.1,CDS,70387,71265,+,944780,b0064,araC,NP_414606.1,DNA-binding transcriptional dual regulator AraC,dna_binding,medium,GO:0000976;GO:0001217;GO:0003677;GO:0003700;GO:0005515;GO:0005737;GO:0005829;GO:0006355;GO:0019568;GO:0032993;GO:0042802;GO:0043565;GO:0045892;GO:0080090,GO:0006355;GO:0019568;GO:0045892;GO:0080090,GO:0000976;GO:0001217;GO:0003677;GO:0003700;GO:0005515;GO:0042802;GO:0043565,GO:0005737;GO:0005829;GO:0032993,GO:0003677;GO:0005829;GO:0005975;GO:0006355;GO:0140110
NP_414607.1,CDS,71351,72115,+,944783,b0065,yabI,NP_414607.1,DedA family protein YabI,other,low,GO:0005886;GO:0010212;GO:0022857;GO:0043093;GO:0055085,GO:0010212;GO:0043093;GO:0055085,GO:0022857,GO:0005886,GO:0000910;GO:0005215;GO:0005886;GO:0022414;GO:0055085
NP_414608.1,CDS,72229,72927,-,944785,b0066,thiQ,NP_414608.1,thiamine ABC transporter ATP binding subunit,abc_transporter,high,GO:0000166;GO:0005524;GO:0005886;GO:0015234;GO:0016020;GO:0016887;GO:0042626;GO:0043190;GO:0048502;GO:0055052;GO:0071934;GO:0140359,GO:0071934,GO:0000166;GO:0005524;GO:0015234;GO:0016887;GO:0042626;GO:0048502;GO:0140359,GO:0005886;GO:0016020;GO:0043190;GO:0055052,GO:0003824;GO:0005215;GO:0005886;GO:0016787;GO:0055085;GO:0140657
NP_414609.1,CDS,72911,74521,-,944784,b0067,thiP,NP_414609.1,thiamine ABC transporter membrane subunit,abc_transporter,high,GO:0005886;GO:0015234;GO:0015888;GO:0016020;GO:0022857;GO:0043190;GO:0055052;GO:0055085;GO:0071934,GO:0015888;GO:0055085;GO:0071934,GO:0015234;GO:0022857,GO:0005886;GO:0016020;GO:0043190;GO:0055052,GO:0005215;GO:0005886;GO:0055085
NP_414610.1,CDS,74497,75480,-,946306,b0068,thiB,NP_414610.1,thiamine ABC transporter periplasmic binding protein,abc_transporter,high,GO:0015888;GO:0016020;GO:0030288;GO:0030975;GO:0030976;GO:0042597;GO:0055052;GO:0055085;GO:0071934,GO:0015888;GO:0055085;GO:0071934,GO:0030975;GO:0030976,GO:0016020;GO:0030288;GO:0042597;GO:0055052,GO:0005886;GO:0055085
NP_414611.1,CDS,75644,77299,-,944788,b0069,sgrR,NP_414611.1,DNA-binding transcriptional dual regulator SgrR,dna_binding,medium,GO:0000976;GO:0003677;GO:0015833;GO:0045892;GO:0045893;GO:0055085;GO:1904680,GO:0015833;GO:0045892;GO:0045893;GO:0055085,GO:0000976;GO:0003677;GO:1904680,,GO:0003677;GO:0005215;GO:0006355;GO:0055085
YP_025293.1,CDS,77621,78799,+,944793,b0070,setA,YP_025293.1,sugar exporter SetA,other,low,GO:0005351;GO:0005886;GO:0008643;GO:0015767;GO:0016020;GO:0022857;GO:0034219;GO:0036448;GO:0055085;GO:1902600;GO:1904659,GO:0008643;GO:0015767;GO:0034219;GO:0036448;GO:0055085;GO:1902600;GO:1904659,GO:0005351;GO:0022857,GO:0005886;GO:0016020,GO:0005215;GO:0005886;GO:0055085
NP_414613.1,CDS,78848,79453,-,945642,b0071,leuD,NP_414613.1,3-isopropylmalate dehydratase subunit LeuD,other,low,GO:0003861;GO:0005515;GO:0005829;GO:0008652;GO:0009082;GO:0009098;GO:0009316;GO:0016829,GO:0008652;GO:0009082;GO:0009098,GO:0003861;GO:0005515;GO:0016829,GO:0005829;GO:0009316,GO:0003824;GO:0005829;GO:0006520;GO:0016829
NP_414614.1,CDS,79464,80864,-,945076,b0072,leuC,NP_414614.1,3-isopropylmalate dehydratase subunit LeuC,other,low,GO:0003861;GO:0005515;GO:0005829;GO:0008652;GO:0009082;GO:0009098;GO:0009316;GO:0016829;GO:0046872;GO:0051536;GO:0051539,GO:0008652;GO:0009082;GO:0009098,GO:0003861;GO:0005515;GO:0016829;GO:0046872;GO:0051536;GO:0051539,GO:0005829;GO:0009316,GO:0003824;GO:0005829;GO:0006520;GO:0016829
NP_414615.4,CDS,80867,81958,-,944798,b0073,leuB,NP_414615.4,3-isopropylmalate dehydrogenase,dehydrogenase,low,GO:0000287;GO:0003862;GO:0005737;GO:0005829;GO:0008652;GO:0009082;GO:0009098;GO:0016491;GO:0016616;GO:0030145;GO:0034198;GO:0046872;GO:0051287,GO:0008652;GO:0009082;GO:0009098;GO:0034198,GO:0000287;GO:0003862;GO:0016491;GO:0016616;GO:0030145;GO:0046872;GO:0051287,GO:0005737;GO:0005829,GO:0003824;GO:0005829;GO:0006520;GO:0016491
NP_414616.1,CDS,81958,83529,-,947465,b0074,leuA,NP_414616.1,2-isopropylmalate synthase,synthase,low,GO:0003824;GO:0003852;GO:0003985;GO:0005737;GO:0005829;GO:0008652;GO:0009082;GO:0009098;GO:0016740;GO:0019752;GO:0030145;GO:0046872;GO:0046912,GO:0008652;GO:0009082;GO:0009098;GO:0019752,GO:0003824;GO:0003852;GO:0003985;GO:0016740;GO:0030145;GO:0046872;GO:0046912,GO:0005737;GO:0005829,GO:0003824;GO:0005829;GO:0006520;GO:0016740
NP_414617.1,CDS,83622,83708,-,946072,b0075,leuL,NP_414617.1,leu operon leader peptide,other,low,GO:0008652;GO:0009082;GO:0009098,GO:0008652;GO:0009082;GO:0009098,,,GO:0006520
NP_414618.4,CDS,84368,85312,+,949034,b0076,leuO,NP_414618.4,DNA-binding transcriptional dual regulator LeuO,dna_binding,medium,GO:0003677;GO:0003700;GO:0006355;GO:0032993;GO:0043565,GO:0006355,GO:0003677;GO:0003700;GO:0043565,GO:0032993,GO:0003677;GO:0006355;GO:0140110
YP_025294.2,CDS,85630,87354,+,948793,b0077,ilvI,YP_025294.2,"acetolactate synthase/acetohydroxybutanoate synthase, catalytic subunit",synthase,low,GO:0000287;GO:0003824;GO:0003984;GO:0005829;GO:0005948;GO:0008652;GO:0009082;GO:0009097;GO:0009099;GO:0016740;GO:0030976;GO:0046872;GO:0050660,GO:0008652;GO:0009082;GO:0009097;GO:0009099,GO:0000287;GO:0003824;GO:0003984;GO:0016740;GO:0030976;GO:0046872;GO:0050660,GO:0005829;GO:0005948,GO:0003824;GO:0005829;GO:0006520;GO:0016740
NP_414620.1,CDS,87357,87848,+,947267,b0078,ilvH,NP_414620.1,"acetolactate synthase/acetohydroxybutanoate synthase, regulatory subunit",synthase,low,GO:0003984;GO:0005737;GO:0005829;GO:0005948;GO:0008652;GO:0009082;GO:0009097;GO:0009099;GO:0016740;GO:1990610,GO:0008652;GO:0009082;GO:0009097;GO:0009099,GO:0003984;GO:0016740;GO:1990610,GO:0005737;GO:0005829;GO:0005948,GO:0003824;GO:0005829;GO:0006520;GO:0016740;GO:0098772
NP_414622.1,CDS,88028,89032,+,944804,b0080,cra,NP_414622.1,DNA-binding transcriptional dual regulator Cra,dna_binding,medium,GO:0000976;GO:0000987;GO:0003677;GO:0003700;GO:0006355;GO:0009750;GO:0042802;GO:2000142,GO:0006355;GO:0009750;GO:2000142,GO:0000976;GO:0000987;GO:0003677;GO:0003700;GO:0042802,,GO:0003677;GO:0006355;GO:0140110
NP_414623.1,CDS,89634,90092,+,944810,b0081,mraZ,NP_414623.1,DNA-binding transcriptional repressor MraZ,transcriptional_regulator,high,GO:0000976;GO:0003677;GO:0003700;GO:0005737;GO:0006355;GO:0009295;GO:0043565;GO:0045892;GO:2000143,GO:0006355;GO:0045892;GO:2000143,GO:0000976;GO:0003677;GO:0003700;GO:0043565,GO:0005737;GO:0009295,GO:0003677;GO:0006355;GO:0140110
NP_414624.1,CDS,90094,91035,+,944806,b0082,rsmH,NP_414624.1,16S rRNA m(4)C1402 methyltransferase,ribosomal_rna,high,GO:0005737;GO:0005829;GO:0006364;GO:0008168;GO:0016740;GO:0032259;GO:0042803;GO:0070475;GO:0071424,GO:0006364;GO:0032259;GO:0070475,GO:0008168;GO:0016740;GO:0042803;GO:0071424,GO:0005737;GO:0005829,GO:0003824;GO:0005829;GO:0016740;GO:0042254;GO:0140098
NP_414625.1,CDS,91032,91397,+,944803,b0083,ftsL,NP_414625.1,cell division protein FtsL,cell_division,medium,GO:0000917;GO:0005515;GO:0005886;GO:0016020;GO:0032153;GO:0043093;GO:0051301;GO:1990586;GO:1990587;GO:1990588,GO:0000917;GO:0043093;GO:0051301,GO:0005515,GO:0005886;GO:0016020;GO:0032153;GO:1990586;GO:1990587;GO:1990588,GO:0000910;GO:0005829;GO:0005886;GO:0022414
NP_414626.1,CDS,91413,93179,+,944799,b0084,ftsI,NP_414626.1,peptidoglycan DD-transpeptidase FtsI,protease,medium,GO:0000917;GO:0004180;GO:0005515;GO:0005886;GO:0006508;GO:0008233;GO:0008360;GO:0008658;GO:0008955;GO:0009002;GO:0009252;GO:0009410;GO:0016787;GO:0032153;GO:0043093;GO:0051301;GO:0071555;GO:1990586,GO:0000917;GO:0006508;GO:0008360;GO:0009252;GO:0009410;GO:0043093;GO:0051301;GO:0071555,GO:0004180;GO:0005515;GO:0008233;GO:0008658;GO:0008955;GO:0009002;GO:0016787,GO:0005886;GO:0032153;GO:1990586,GO:0000910;GO:0003824;GO:0005886;GO:0016740;GO:0016787;GO:0022414;GO:0071554;GO:0140096;GO:1901135
NP_414627.1,CDS,93166,94653,+,944791,b0085,murE,NP_414627.1,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase",ligase,low,GO:0000166;GO:0000287;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0008360;GO:0008765;GO:0009252;GO:0016874;GO:0016881;GO:0051301;GO:0071555,GO:0008360;GO:0009252;GO:0051301;GO:0071555,GO:0000166;GO:0000287;GO:0005515;GO:0005524;GO:0008765;GO:0016874;GO:0016881,GO:0005737;GO:0005829,GO:0003824;GO:0005829;GO:0016874;GO:0071554;GO:1901135
NP_414628.1,CDS,94650,96008,+,944813,b0086,murF,NP_414628.1,D-alanyl-D-alanine-adding enzyme,other,low,GO:0000166;GO:0005524;GO:0005737;GO:0005829;GO:0008360;GO:0008766;GO:0009252;GO:0016874;GO:0016881;GO:0047480;GO:0051301;GO:0071555,GO:0008360;GO:0009252;GO:0051301;GO:0071555,GO:0000166;GO:0005524;GO:0008766;GO:0016874;GO:0016881;GO:0047480,GO:0005737;GO:0005829,GO:0003824;GO:0005829;GO:0016874;GO:0071554;GO:1901135
NP_414629.1,CDS,96002,97084,+,944814,b0087,mraY,NP_414629.1,phospho-N-acetylmuramoyl-pentapeptide- transferase,transferase,low,GO:0005886;GO:0008360;GO:0008963;GO:0009252;GO:0016020;GO:0016740;GO:0016780;GO:0044038;GO:0046872;GO:0051301;GO:0051992;GO:0071555,GO:0008360;GO:0009252;GO:0044038;GO:0051301;GO:0071555,GO:0008963;GO:0016740;GO:0016780;GO:0046872;GO:0051992,GO:0005886;GO:0016020,GO:0003824;GO:0005886;GO:0016740;GO:0071554;GO:1901135
NP_414630.1,CDS,97087,98403,+,944818,b0088,murD,NP_414630.1,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,ligase,low,GO:0000166;GO:0005515;GO:0005524;GO:0005737;GO:0008360;GO:0008764;GO:0009252;GO:0016874;GO:0016881;GO:0042802;GO:0051301;GO:0071555,GO:0008360;GO:0009252;GO:0051301;GO:0071555,GO:0000166;GO:0005515;GO:0005524;GO:0008764;GO:0016874;GO:0016881;GO:0042802,GO:0005737,GO:0003824;GO:0016874;GO:0071554;GO:1901135
NP_414631.1,CDS,98403,99647,+,946322,b0089,ftsW,NP_414631.1,peptidoglycan glycosyltransferase FtsW,glycosyltransferase,medium,GO:0000917;GO:0005515;GO:0005886;GO:0008360;GO:0008955;GO:0009252;GO:0015648;GO:0015836;GO:0016020;GO:0016740;GO:0016757;GO:0032153;GO:0043093;GO:0051301;GO:0071555;GO:1990586,GO:0000917;GO:0008360;GO:0009252;GO:0015836;GO:0043093;GO:0051301;GO:0071555,GO:0005515;GO:0008955;GO:0015648;GO:0016740;GO:0016757,GO:0005886;GO:0016020;GO:0032153;GO:1990586,GO:0000910;GO:0003824;GO:0005215;GO:0005886;GO:0016740;GO:0022414;GO:0071554;GO:1901135
NP_414632.1,CDS,99644,100711,+,946321,b0090,murG,NP_414632.1,N-acetylglucosaminyl transferase,transferase,low,GO:0005515;GO:0005886;GO:0005975;GO:0008360;GO:0009252;GO:0016740;GO:0016757;GO:0016758;GO:0050511;GO:0051301;GO:0051991;GO:0071555;GO:1901137,GO:0005975;GO:0008360;GO:0009252;GO:0051301;GO:0071555;GO:1901137,GO:0005515;GO:0016740;GO:0016757;GO:0016758;GO:0050511;GO:0051991,GO:0005886,GO:0003824;GO:0005886;GO:0005975;GO:0016740;GO:0071554;GO:1901135
NP_414633.1,CDS,100765,102240,+,946153,b0091,murC,NP_414633.1,UDP-N-acetylmuramate--L-alanine ligase,ligase,low,GO:0000166;GO:0000287;GO:0005515;GO:0005524;GO:0005737;GO:0008360;GO:0008763;GO:0009252;GO:0016874;GO:0016881;GO:0042803;GO:0051301;GO:0071555,GO:0008360;GO:0009252;GO:0051301;GO:0071555,GO:0000166;GO:0000287;GO:0005515;GO:0005524;GO:0008763;GO:0016874;GO:0016881;GO:0042803,GO:0005737,GO:0003824;GO:0016874;GO:0071554;GO:1901135
NP_414634.1,CDS,102233,103153,+,946324,b0092,ddlB,NP_414634.1,D-alanine--D-alanine ligase B,ligase,low,GO:0000166;GO:0005524;GO:0005737;GO:0005829;GO:0008360;GO:0008716;GO:0009252;GO:0016874;GO:0042803;GO:0046872;GO:0071555,GO:0008360;GO:0009252;GO:0071555,GO:0000166;GO:0005524;GO:0008716;GO:0016874;GO:0042803;GO:0046872,GO:0005737;GO:0005829,GO:0003824;GO:0005829;GO:0016874;GO:0071554;GO:1901135
NP_414635.1,CDS,103155,103985,+,944823,b0093,ftsQ,NP_414635.1,cell division protein FtsQ,cell_division,medium,GO:0000917;GO:0005515;GO:0005886;GO:0032153;GO:0042802;GO:0043093;GO:0051301;GO:0090529;GO:1990586;GO:1990587,GO:0000917;GO:0043093;GO:0051301;GO:0090529,GO:0005515;GO:0042802,GO:0005886;GO:0032153;GO:1990586;GO:1990587,GO:0000910;GO:0005886;GO:0022414
NP_414636.1,CDS,103982,105244,+,944778,b0094,ftsA,NP_414636.1,cell division protein FtsA,cell_division,medium,GO:0000917;GO:0005515;GO:0005524;GO:0005829;GO:0005886;GO:0009898;GO:0032153;GO:0042802;GO:0043093;GO:0051301;GO:1990586,GO:0000917;GO:0043093;GO:0051301,GO:0005515;GO:0005524;GO:0042802,GO:0005829;GO:0005886;GO:0009898;GO:0032153;GO:1990586,GO:0000910;GO:0005829;GO:0005886;GO:0022414
NP_414637.1,CDS,105305,106456,+,944786,b0095,ftsZ,NP_414637.1,cell division protein FtsZ,cell_division,medium,GO:0000166;GO:0000917;GO:0003924;GO:0005515;GO:0005525;GO:0005737;GO:0005886;GO:0032153;GO:0042802;GO:0043093;GO:0051258;GO:0051301;GO:0090529;GO:1990586,GO:0000917;GO:0043093;GO:0051258;GO:0051301;GO:0090529,GO:0000166;GO:0003924;GO:0005515;GO:0005525;GO:0042802,GO:0005737;GO:0005886;GO:0032153;GO:1990586,GO:0000910;GO:0003824;GO:0003924;GO:0005886;GO:0016787;GO:0022414;GO:0065003
NP_414638.1,CDS,106557,107474,+,944816,b0096,lpxC,NP_414638.1,UDP-3-O-acyl-N-acetylglucosamine deacetylase,other,low,GO:0003824;GO:0005506;GO:0005737;GO:0006629;GO:0008270;GO:0009245;GO:0016020;GO:0016787;GO:0019213;GO:0046872;GO:0103117,GO:0006629;GO:0009245,GO:0003824;GO:0005506;GO:0008270;GO:0016787;GO:0019213;GO:0046872;GO:0103117,GO:0005737;GO:0016020,GO:0003824;GO:0006629;GO:0016787;GO:1901135
NP_414639.2,CDS,107705,108217,+,944831,b0097,secM,NP_414639.2,SecA translation regulator,other,low,GO:0005829;GO:0006417;GO:0042597;GO:0045182,GO:0006417,GO:0045182,GO:0005829;GO:0042597,GO:0005829;GO:0045182
NP_414640.1,CDS,108279,110984,+,944821,b0098,secA,NP_414640.1,protein translocation ATPase,atpase,medium,GO:0000166;GO:0005515;GO:0005524;GO:0005737;GO:0005886;GO:0006605;GO:0006612;GO:0006886;GO:0008270;GO:0008564;GO:0009306;GO:0009898;GO:0015031;GO:0016020;GO:0017038;GO:0031522;GO:0042802;GO:0043021;GO:0043022;GO:0043952;GO:0046872;GO:0065002;GO:0070678,GO:0006605;GO:0006612;GO:0006886;GO:0009306;GO:0015031;GO:0017038;GO:0043952;GO:0065002,GO:0000166;GO:0005515;GO:0005524;GO:0008270;GO:0008564;GO:0042802;GO:0043021;GO:0043022;GO:0046872;GO:0070678,GO:0005737;GO:0005886;GO:0009898;GO:0016020;GO:0031522,GO:0005215;GO:0005886;GO:0006886;GO:0055085;GO:0140657
NP_414641.1,CDS,111044,111433,+,944824,b0099,mutT,NP_414641.1,8-oxo-dGTP diphosphatase,phosphatase,medium,GO:0000287;GO:0005515;GO:0006203;GO:0006260;GO:0006281;GO:0006289;GO:0006974;GO:0008413;GO:0016787;GO:0030145;GO:0035539;GO:0044715;GO:0044716;GO:0046067;GO:0046872;GO:0047693,GO:0006203;GO:0006260;GO:0006281;GO:0006289;GO:0006974;GO:0046067,GO:0000287;GO:0005515;GO:0008413;GO:0016787;GO:0030145;GO:0035539;GO:0044715;GO:0044716;GO:0046872;GO:0047693,,GO:0003824;GO:0006260;GO:0006281;GO:0016787;GO:0055086;GO:1901135
NP_414643.1,CDS,111649,111846,-,945630,b0101,yacG,NP_414643.1,DNA gyrase inhibitor YacG,other,low,GO:0005515;GO:0006355;GO:0008270;GO:0008657;GO:0046872,GO:0006355,GO:0005515;GO:0008270;GO:0008657;GO:0046872,,GO:0006355;GO:0098772
NP_414644.1,CDS,111856,112599,-,944873,b0102,zapD,NP_414644.1,cell division factor ZapD,cell_division,medium,GO:0000917;GO:0005515;GO:0005737;GO:0005829;GO:0032153;GO:0042802;GO:0042803;GO:0043093;GO:0051301;GO:0090529,GO:0000917;GO:0043093;GO:0051301;GO:0090529,GO:0005515;GO:0042802;GO:0042803,GO:0005737;GO:0005829;GO:0032153,GO:0000910;GO:0005829;GO:0022414
NP_414645.1,CDS,112599,113219,-,949060,b0103,coaE,NP_414645.1,dephospho-CoA kinase,kinase,medium,GO:0000166;GO:0004140;GO:0005524;GO:0005737;GO:0015937;GO:0016301;GO:0016740,GO:0015937,GO:0000166;GO:0004140;GO:0005524;GO:0016301;GO:0016740,GO:0005737,GO:0003824;GO:0006790;GO:0016740;GO:0055086
NP_414646.1,CDS,113444,114487,+,948986,b0104,guaC,NP_414646.1,GMP reductase,reductase,low,GO:0003824;GO:0003920;GO:0005515;GO:0005737;GO:0005829;GO:0006163;GO:0009117;GO:0015951;GO:0016491;GO:0032264;GO:0042802;GO:0046872;GO:1902560,GO:0006163;GO:0009117;GO:0015951;GO:0032264,GO:0003824;GO:0003920;GO:0005515;GO:0016491;GO:0042802;GO:0046872,GO:0005737;GO:0005829;GO:1902560,GO:0003824;GO:0005829;GO:0016491;GO:0055086;GO:1901135
NP_414648.1,CDS,114522,115724,-,945806,b0106,hofC,NP_414648.1,inner membrane protein HofC,membrane_protein,low,GO:0005886;GO:0009306;GO:0015628;GO:0016020,GO:0009306;GO:0015628,,GO:0005886;GO:0016020,GO:0005886;GO:0055085
NP_414649.1,CDS,115714,117099,-,947481,b0107,hofB,NP_414649.1,T2SSE family protein,low_info,low,GO:0000166;GO:0005524;GO:0005886;GO:0016887,,GO:0000166;GO:0005524;GO:0016887,GO:0005886,GO:0003824;GO:0005886;GO:0016787;GO:0140657
NP_414650.1,CDS,117109,117549,-,945817,b0108,ppdD,NP_414650.1,prepilin-type N-terminal cleavage/methylation domain-containing protein PpdD,pili_fimbriae,high,GO:0009289;GO:0016020;GO:0043107;GO:0044096,GO:0043107,,GO:0009289;GO:0016020;GO:0044096,GO:0048870
NP_414651.1,CDS,117752,118645,-,948869,b0109,nadC,NP_414651.1,quinolinate phosphoribosyltransferase (decarboxylating),transferase,low,GO:0004514;GO:0005737;GO:0005829;GO:0009435;GO:0016740;GO:0016757;GO:0016763;GO:0019363;GO:0034213;GO:0034628,GO:0009435;GO:0019363;GO:0034213;GO:0034628,GO:0004514;GO:0016740;GO:0016757;GO:0016763,GO:0005737;GO:0005829,GO:0003824;GO:0005829;GO:0006520;GO:0016740;GO:0055086
NP_414652.1,CDS,118733,119284,+,948877,b0110,ampD,NP_414652.1,"1,6-anhydro-N-acetylmuramoyl-L-alanine amidase",other,low,GO:0005737;GO:0008745;GO:0009253;GO:0009254;GO:0009392;GO:0016787;GO:0016810;GO:0046872;GO:0071555,GO:0009253;GO:0009254;GO:0071555,GO:0008745;GO:0009392;GO:0016787;GO:0016810;GO:0046872,GO:0005737,GO:0003824;GO:0016787;GO:0071554;GO:1901135
NP_414653.1,CDS,119281,120135,+,946678,b0111,ampE,NP_414653.1,protein AmpE,other,low,GO:0005886;GO:0046677,GO:0046677,,GO:0005886,GO:0005886
NP_414654.1,CDS,120178,121551,-,946018,b0112,aroP,NP_414654.1,aromatic amino acid:H(+) symporter AroP,transporter,medium,GO:0005302;GO:0005886;GO:0006865;GO:0015192;GO:0015196;GO:0015823;GO:0015827;GO:0015828;GO:0016020;GO:0022857;GO:0055085,GO:0006865;GO:0015823;GO:0015827;GO:0015828;GO:0055085,GO:0005302;GO:0015192;GO:0015196;GO:0022857,GO:0005886;GO:0016020,GO:0005215;GO:0005886;GO:0055085
NP_414655.1,CDS,122092,122856,+,944827,b0113,pdhR,NP_414655.1,DNA-binding transcriptional dual regulator PdhR,dna_binding,medium,GO:0000987;GO:0003677;GO:0003700;GO:0006355;GO:0045892;GO:0045893,GO:0006355;GO:0045892;GO:0045893,GO:0000987;GO:0003677;GO:0003700,,GO:0003677;GO:0006355;GO:0140110
NP_414656.1,CDS,123017,125680,+,944834,b0114,aceE,NP_414656.1,pyruvate dehydrogenase E1 component,dehydrogenase,low,GO:0000287;GO:0004739;GO:0005515;GO:0005829;GO:0016020;GO:0016491;GO:0030976;GO:0036094;GO:0042802;GO:0042803;GO:0042867;GO:0045254;GO:0046872;GO:0060090,GO:0042867,GO:0000287;GO:0004739;GO:0005515;GO:0016491;GO:0030976;GO:0036094;GO:0042802;GO:0042803;GO:0046872;GO:0060090,GO:0005829;GO:0016020;GO:0045254,GO:0003824;GO:0005829;GO:0016491;GO:0060090
NP_414657.1,CDS,125695,127587,+,944794,b0115,aceF,NP_414657.1,"pyruvate dehydrogenase, E2 subunit",dehydrogenase,low,GO:0004742;GO:0005515;GO:0005737;GO:0006086;GO:0016740;GO:0016746;GO:0031405;GO:0042867;GO:0045254;GO:0097532,GO:0006086;GO:0042867;GO:0097532,GO:0004742;GO:0005515;GO:0016740;GO:0016746;GO:0031405,GO:0005737;GO:0045254,GO:0003824;GO:0006091;GO:0006790;GO:0008289;GO:0016740;GO:0055086;GO:0140096
NP_414658.1,CDS,127912,129336,+,944854,b0116,lpd,NP_414658.1,lipoamide dehydrogenase,dehydrogenase,low,GO:0004148;GO:0005515;GO:0005737;GO:0005829;GO:0005886;GO:0005960;GO:0006099;GO:0006103;GO:0006730;GO:0006979;GO:0008270;GO:0015036;GO:0016020;GO:0016491;GO:0016668;GO:0019464;GO:0042802;GO:0042867;GO:0045252;GO:0045254;GO:0050660,GO:0006099;GO:0006103;GO:0006730;GO:0006979;GO:0019464;GO:0042867,GO:0004148;GO:0005515;GO:0008270;GO:0015036;GO:0016491;GO:0016668;GO:0042802;GO:0050660,GO:0005737;GO:0005829;GO:0005886;GO:0005960;GO:0016020;GO:0045252;GO:0045254,GO:0003824;GO:0005829;GO:0005886;GO:0006091;GO:0006520;GO:0016491
NP_414659.1,CDS,129407,131260,-,944868,b0117,yacH,NP_414659.1,DUF3300 domain-containing protein YacH,other,low,,,,,
NP_414660.1,CDS,131615,134212,+,944864,b0118,acnB,NP_414660.1,AcnB,other,low,GO:0003723;GO:0003729;GO:0003730;GO:0003994;GO:0005515;GO:0005829;GO:0006097;GO:0006099;GO:0006417;GO:0016829;GO:0019629;GO:0046872;GO:0047456;GO:0051536;GO:0051539,GO:0006097;GO:0006099;GO:0006417;GO:0019629,GO:0003723;GO:0003729;GO:0003730;GO:0003994;GO:0005515;GO:0016829;GO:0046872;GO:0047456;GO:0051536;GO:0051539,GO:0005829,GO:0003723;GO:0003824;GO:0005829;GO:0005975;GO:0006091;GO:0006629;GO:0016829
NP_414661.2,CDS,134388,134750,+,944809,b0119,yacL,NP_414661.2,PF06062 family protein YacL,other,low,GO:0005515,,GO:0005515,,
NP_414662.1,CDS,134788,135582,-,947719,b0120,speD,NP_414662.1,S-adenosylmethionine decarboxylase proenzyme,other,low,GO:0000287;GO:0003824;GO:0004014;GO:0005829;GO:0006596;GO:0008295;GO:0016829;GO:0016831;GO:0097264,GO:0006596;GO:0008295;GO:0097264,GO:0000287;GO:0003824;GO:0004014;GO:0016829;GO:0016831,GO:0005829,GO:0003824;GO:0005829;GO:0016829
NP_414663.1,CDS,135598,136464,-,947726,b0121,speE,NP_414663.1,spermidine synthase,synthase,low,GO:0003824;GO:0004766;GO:0005737;GO:0005829;GO:0006596;GO:0008295;GO:0010487;GO:0016740;GO:0016768;GO:0042803;GO:0043918,GO:0006596;GO:0008295,GO:0003824;GO:0004766;GO:0010487;GO:0016740;GO:0016768;GO:0042803;GO:0043918,GO:0005737;GO:0005829,GO:0003824;GO:0005829;GO:0016740
NP_414664.4,CDS,136570,136917,-,948472,b0122,yacC,NP_414664.4,putative lipoprotein YacC,low_info,low,,,,,
NP_414665.1,CDS,137083,138633,+,947736,b0123,cueO,NP_414665.1,multicopper oxidase CueO,other,low,GO:0004322;GO:0005507;GO:0010273;GO:0016491;GO:0016682;GO:0016722;GO:0016724;GO:0030288;GO:0042597;GO:0046688;GO:0046872,GO:0010273;GO:0046688,GO:0004322;GO:0005507;GO:0016491;GO:0016682;GO:0016722;GO:0016724;GO:0046872,GO:0030288;GO:0042597,GO:0003824;GO:0016491;GO:0098754
NP_414666.1,CDS,138835,141225,-,944830,b0124,gcd,NP_414666.1,quinoprotein glucose dehydrogenase,dehydrogenase,low,GO:0000287;GO:0005515;GO:0005886;GO:0008876;GO:0016020;GO:0016491;GO:0016614;GO:0019595;GO:0030288;GO:0048038;GO:0048039;GO:0070968,GO:0019595,GO:0000287;GO:0005515;GO:0008876;GO:0016491;GO:0016614;GO:0048038;GO:0048039;GO:0070968,GO:0005886;GO:0016020;GO:0030288,GO:0003824;GO:0005886;GO:0005975;GO:0016491
NP_414667.4,CDS,141431,141967,+,946624,b0125,hpt,NP_414667.4,hypoxanthine phosphoribosyltransferase,transferase,low,GO:0000166;GO:0000287;GO:0004422;GO:0005737;GO:0005829;GO:0006166;GO:0006177;GO:0006178;GO:0006188;GO:0016740;GO:0016757;GO:0032263;GO:0032264;GO:0032991;GO:0042802;GO:0043101;GO:0046100;GO:0046872;GO:0051289;GO:0052657;GO:0097216,GO:0006166;GO:0006177;GO:0006178;GO:0006188;GO:0032263;GO:0032264;GO:0043101;GO:0046100;GO:0051289,GO:0000166;GO:0000287;GO:0004422;GO:0016740;GO:0016757;GO:0042802;GO:0046872;GO:0052657;GO:0097216,GO:0005737;GO:0005829;GO:0032991,GO:0003824;GO:0005829;GO:0016740;GO:0055086;GO:0065003;GO:1901135
